id, name, value
69062,tcvB,69061.21
69063,AtIR,69062.68
69064,MxAc,69063.61
69065,fzhY,69064.55
69066,UnBM,69065.94
69067,lGoD,69066.49
69068,YXMz,69067.39
69069,TxJi,69068.91
69070,icpw,69069.59
69071,pufx,69070.35
69072,Bftw,69071.21
69073,izFz,69072.62
69074,ewjX,69073.98
69075,XZmS,69074.22
69076,AhFK,69075.87
69077,czGN,69076.55
69078,SRvC,69077.37
69079,dGwy,69078.84
69080,Bdfi,69079.01
69081,MrzK,69080.77
69082,iuft,69081.63
69083,dffh,69082.4
69084,MGow,69083.94
69085,yFar,69084.82
69086,QEPw,69085.98
69087,hYnK,69086.66
69088,NhkV,69087.5
69089,NgcV,69088.55
69090,MmKp,69089.14
69091,hAsl,69090.61
69092,frGh,69091.85
69093,ukzS,69092.06
69094,dIQh,69093.28
69095,GuYc,69094.5
69096,KJkA,69095.79
69097,mdkH,69096.65
69098,wXSi,69097.23
69099,tcXa,69098.44
69100,CAJl,69099.66
69101,bhLz,69100.65
69102,YWJA,69101.38
69103,QGtC,69102.2
69104,lCzz,69103.47
69105,tgcR,69104.83
69106,ypyC,69105.82
69107,zmVt,69106.89
69108,AVnP,69107.37
69109,WUlH,69108.53
69110,iLij,69109.94
69111,iVGR,69110.15
69112,rULS,69111.71
69113,sTvS,69112.31
69114,nPsq,69113.45
69115,iZLU,69114.19
69116,DpEK,69115.99
69117,JjNZ,69116.39
69118,gEmi,69117.77
69119,jkZu,69118.39
69120,ZShn,69119.45
69121,RGip,69120.87
69122,qOIb,69121.99
69123,hxPw,69122.66
69124,MuNM,69123.44
69125,lfEx,69124.38
69126,kOYU,69125.08
69127,kOeW,69126.31
69128,tRHA,69127.07
69129,oMbq,69128.92
69130,pXpR,69129.63
69131,ofTn,69130.73
69132,PlHp,69131.85
69133,CrTQ,69132.33
69134,WnvQ,69133.82
69135,ueEB,69134.8
69136,VGJO,69135.55
69137,pYwe,69136.63
69138,dnTQ,69137.91
69139,QQpu,69138.9
69140,OQZL,69139.34
69141,DroW,69140.71
69142,iLMf,69141.37
69143,uxQX,69142.01
69144,BVRN,69143.16
69145,RKAI,69144.68
69146,pGem,69145.71
69147,PfMs,69146.89
69148,LqdE,69147.6
69149,bzot,69148.2
69150,TOua,69149.86
69151,lFcm,69150.51
69152,QuGE,69151.27
69153,xHsU,69152.16
69154,Lgzg,69153.78
69155,xlYv,69154.23
69156,XbLY,69155.07
69157,YUlr,69156.37
69158,bKfD,69157.67
69159,smrD,69158.56
69160,Tqby,69159.97
69161,uDPe,69160.91
69162,Lldq,69161.37
69163,SeHm,69162.85
69164,WSeP,69163.57
69165,IEQx,69164.1
69166,NuUA,69165.56
69167,HIsc,69166.94
69168,whZt,69167.44
69169,IQAq,69168.82
69170,CTJu,69169.32
69171,nOAq,69170.6
69172,rkPQ,69171.44
69173,KbJw,69172.02
69174,YHCV,69173.87
69175,vxEl,69174.41
69176,zmsw,69175.82
69177,oeay,69176.64
69178,CDMD,69177.04
69179,XGKP,69178.85
69180,IJYt,69179.04
69181,wIHY,69180.66
69182,QoFg,69181.57
69183,lYrm,69182.93
69184,AiVS,69183.19
69185,IVDN,69184.83
69186,fnrW,69185.77
69187,DuTx,69186.17
69188,mdzE,69187.16
69189,IwJg,69188.19
69190,XxrY,69189.11
69191,QEzr,69190.25
69192,iPEN,69191.45
69193,PjVu,69192.63
69194,Ankx,69193.65
69195,oOQY,69194.9
69196,tATv,69195.1
69197,dupz,69196.74
69198,oBDh,69197.99
69199,Pcdb,69198.03
69200,SqhX,69199.09
69201,RPxZ,69200.39
69202,BhtE,69201.14
69203,yWfd,69202.57
69204,dIIu,69203.96
69205,hxXV,69204.07
69206,tBQh,69205.48
69207,agQS,69206.22
69208,niGU,69207.19
69209,tnUb,69208.03
69210,ThzY,69209.85
69211,dCcH,69210.09
69212,btHO,69211.08
69213,VKtB,69212.86
69214,StjT,69213.55
69215,KzOD,69214.68
69216,CXUF,69215.06
69217,xXwI,69216.52
69218,fAfS,69217.01
69219,RDkK,69218.88
69220,jepC,69219.19
69221,TSSz,69220.62
69222,AcjR,69221.68
69223,fncp,69222.24
69224,MhyC,69223.66
69225,liSH,69224.73
69226,qIOG,69225.96
69227,HxBT,69226.17
69228,BWqg,69227.11
69229,jPgP,69228.45
69230,TNwW,69229.52
69231,fFdM,69230.8
69232,eCrd,69231.34
69233,NOhS,69232.33
69234,oGmp,69233.91
69235,OClR,69234.12
69236,xEyF,69235.58
69237,OJNs,69236.67
69238,hFWw,69237.1
69239,hWbA,69238.97
69240,JVci,69239.15
69241,owtD,69240.98
69242,Enzd,69241.19
69243,ZZQO,69242.98
69244,PeHa,69243.71
69245,Gazf,69244.08
69246,awxP,69245.0
69247,oMHz,69246.23
69248,Nvix,69247.93
69249,CPMN,69248.22
69250,awoA,69249.14
69251,fRsC,69250.15
69252,jbMo,69251.24
69253,RJVv,69252.96
69254,RjOk,69253.11
69255,CIDI,69254.45
69256,RpHx,69255.34
69257,ogom,69256.29
69258,icWy,69257.86
69259,kfxp,69258.05
69260,rgYl,69259.47
69261,pDir,69260.02
69262,pepx,69261.34
69263,OBdz,69262.64
69264,wHTj,69263.05
69265,QbXi,69264.93
69266,KOKI,69265.96
69267,pNmK,69266.62
69268,jAWe,69267.78
69269,zfQN,69268.49
69270,UolI,69269.61
69271,isKI,69270.36
69272,unDG,69271.42
69273,VqJN,69272.26
69274,ISvY,69273.37
69275,upMJ,69274.73
69276,KDjw,69275.2
69277,uFcy,69276.31
69278,WBfH,69277.45
69279,yOlP,69278.96
69280,YEri,69279.62
69281,eqzB,69280.81
69282,IFbM,69281.96
69283,VGdj,69282.22
69284,JtkU,69283.18
69285,dmIj,69284.48
69286,yHRj,69285.65
69287,SUHX,69286.02
69288,ZRCi,69287.21
69289,KGwD,69288.49
69290,mGgo,69289.69
69291,cdNH,69290.9
69292,ZGtF,69291.61
69293,ccVm,69292.03
69294,DFVp,69293.37
69295,UZwc,69294.73
69296,AUCC,69295.04
69297,MzPA,69296.27
69298,CYvZ,69297.59
69299,lLit,69298.47
69300,iWcb,69299.59
69301,yDBF,69300.85
69302,lnWj,69301.82
69303,BHqY,69302.53
69304,VCpm,69303.42
69305,soyB,69304.61
69306,TQBF,69305.65
69307,ioyg,69306.78
69308,JyGD,69307.59
69309,gyyL,69308.88
69310,ofTG,69309.92
69311,Dhug,69310.37
69312,UnVL,69311.59
69313,xZQQ,69312.34
69314,qbyL,69313.97
69315,AvZq,69314.65
69316,GazX,69315.58
69317,TezI,69316.21
69318,zzON,69317.78
69319,Yqui,69318.51
69320,pfHO,69319.29
69321,BtTT,69320.32
69322,ijOf,69321.41
69323,WGEN,69322.15
69324,eHro,69323.81
69325,Yrrd,69324.02
69326,NWNY,69325.34
69327,JMGk,69326.32
69328,Zirp,69327.18
69329,ACLD,69328.76
69330,GpTK,69329.9
69331,ccfP,69330.67
69332,iPov,69331.25
69333,XKGW,69332.53
69334,iwLI,69333.8
69335,zHHt,69334.05
69336,DXWg,69335.32
69337,dDcT,69336.14
69338,QWnj,69337.3
69339,fRfI,69338.65
69340,EEQy,69339.08
69341,flHz,69340.53
69342,yFBR,69341.63
69343,iLgP,69342.89
69344,Xcty,69343.31
69345,UEpH,69344.89
69346,msPg,69345.61
69347,FjKy,69346.13
69348,rXhB,69347.68
69349,YbcD,69348.0
69350,eLaZ,69349.75
69351,ViLh,69350.34
69352,Wtxv,69351.69
69353,IQzY,69352.38
69354,Gesj,69353.07
69355,GcTx,69354.48
69356,uIWd,69355.98
69357,OlFE,69356.58
69358,QzFU,69357.85
69359,WuAt,69358.75
69360,fHMj,69359.38
69361,dEFQ,69360.99
69362,BIIt,69361.23
69363,TRNU,69362.51
69364,hPmY,69363.87
69365,EhyE,69364.88
69366,OdGx,69365.75
69367,vbGz,69366.55
69368,jofR,69367.58
69369,vHpz,69368.75
69370,aNnb,69369.67
69371,kUFG,69370.46
69372,nBlW,69371.25
69373,sqyG,69372.88
69374,URpO,69373.14
69375,wKEa,69374.41
69376,vCrW,69375.94
69377,DBUx,69376.27
69378,VgQg,69377.91
69379,OYuq,69378.99
69380,kvUN,69379.67
69381,eaPU,69380.35
69382,gbEp,69381.43
69383,rWzg,69382.1
69384,dwCv,69383.86
69385,XzJz,69384.76
69386,pWMo,69385.89
69387,bjmG,69386.22
69388,HZlG,69387.09
69389,pnuw,69388.48
69390,SIDC,69389.22
69391,Nbmn,69390.66
69392,APEx,69391.64
69393,ZpNZ,69392.2
69394,jVeK,69393.25
69395,HYSK,69394.58
69396,ntAm,69395.31
69397,mcdK,69396.05
69398,AgJm,69397.03
69399,AodI,69398.51
69400,kURO,69399.74
69401,xmyl,69400.93
69402,bGZU,69401.83
69403,xLeu,69402.37
69404,MCHP,69403.13
69405,ZTFd,69404.4
69406,OKph,69405.72
69407,EJmE,69406.85
69408,MUpP,69407.11
69409,jGJr,69408.7
69410,nqVT,69409.03
69411,QCSZ,69410.62
69412,jgfX,69411.36
69413,BQFi,69412.32
69414,QqFX,69413.95
69415,wrnj,69414.51
69416,Wvcm,69415.97
69417,okiC,69416.92
69418,qTQr,69417.77
69419,Gmds,69418.83
69420,HlXD,69419.37
69421,YPtx,69420.18
69422,syeu,69421.08
69423,vgwm,69422.83
69424,jNrn,69423.21
69425,zoaQ,69424.14
69426,FUwU,69425.55
69427,Sgxx,69426.95
69428,bshc,69427.4
69429,bzLO,69428.06
69430,RWuY,69429.66
69431,CyXC,69430.95
69432,OGuS,69431.99
69433,DneP,69432.37
69434,ZSlB,69433.76
69435,PtlL,69434.21
69436,fYmZ,69435.87
69437,nZiH,69436.72
69438,gods,69437.02
69439,CqdZ,69438.81
69440,mMJQ,69439.12
69441,Xffl,69440.47
69442,byZQ,69441.05
69443,nUDN,69442.47
69444,gkBo,69443.2
69445,nsqo,69444.38
69446,xRaw,69445.97
69447,jpmt,69446.1
69448,EWii,69447.58
69449,TAPb,69448.38
69450,JKmA,69449.04
69451,dEKA,69450.52
69452,ZGRm,69451.27
69453,lBpS,69452.33
69454,fKUO,69453.46
69455,UiBn,69454.82
69456,upzs,69455.83
69457,tACX,69456.21
69458,pqkD,69457.65
69459,MWog,69458.8
69460,KhvD,69459.24
69461,Htpj,69460.49
69462,JnPk,69461.66
69463,fFUJ,69462.83
69464,dQna,69463.15
69465,UGju,69464.29
69466,Pdwx,69465.63
69467,vrwP,69466.23
69468,hZak,69467.22
69469,hpeM,69468.93
69470,XkSe,69469.48
69471,rkFY,69470.84
69472,yJLJ,69471.52
69473,LwBM,69472.78
69474,XZNw,69473.64
69475,CXiz,69474.53
69476,TPih,69475.65
69477,iRcE,69476.63
69478,iJdE,69477.07
69479,ylRa,69478.67
69480,HXIA,69479.34
69481,JLqN,69480.76
69482,kaJW,69481.28
69483,QKXT,69482.07
69484,oqJq,69483.98
69485,HUIB,69484.15
69486,zMMz,69485.01
69487,ltld,69486.98
69488,ljos,69487.09
69489,kgob,69488.02
69490,fDCI,69489.29
69491,MYTw,69490.25
69492,mUsV,69491.2
69493,YktU,69492.68
69494,DLDx,69493.04
69495,aYXE,69494.4
69496,ctrg,69495.04
69497,lSsE,69496.08
69498,WIXc,69497.25
69499,WuEK,69498.32
69500,SAgD,69499.76
69501,Rnag,69500.56
69502,ZYhD,69501.17
69503,TuxF,69502.16
69504,BpCR,69503.69
69505,yayC,69504.88
69506,auhu,69505.14
69507,mvBY,69506.36
69508,XTvI,69507.0
69509,rmEB,69508.1
69510,UiYq,69509.48
69511,OvaN,69510.7
69512,RCFH,69511.21
69513,jKPO,69512.52
69514,qfgG,69513.29
69515,uCPj,69514.53
69516,WjUk,69515.32
69517,XIjT,69516.58
69518,cYzV,69517.14
69519,JyrJ,69518.79
69520,Wiar,69519.78
69521,lbfy,69520.33
69522,hXsj,69521.87
69523,rVUK,69522.84
69524,DGSd,69523.86
69525,iPHW,69524.31
69526,cWvK,69525.8
69527,WWNA,69526.5
69528,wVMX,69527.4
69529,JoEI,69528.05
69530,dsvf,69529.38
69531,GRlm,69530.52
69532,BJob,69531.99
69533,swFO,69532.39
69534,MNhJ,69533.4
69535,zcjB,69534.78
69536,YKfg,69535.46
69537,emZh,69536.15
69538,nDOi,69537.06
69539,Bkui,69538.81
69540,RMov,69539.9
69541,LUfk,69540.95
69542,gjuo,69541.24
69543,BvhI,69542.24
69544,zzxm,69543.34
69545,uqhC,69544.43
69546,JxIz,69545.26
69547,jqlm,69546.27
69548,XmAY,69547.39
69549,laGY,69548.04
69550,Vyyv,69549.58
69551,IbAV,69550.81
69552,oGme,69551.68
69553,lrvP,69552.29
69554,wSro,69553.79
69555,WlmD,69554.33
69556,Puap,69555.86
69557,GyLj,69556.01
69558,oljS,69557.33
69559,hEkj,69558.81
69560,SSpc,69559.79
69561,tEax,69560.94
69562,BhVr,69561.4
69563,PEUc,69562.79
69564,LwCz,69563.56
69565,rUgO,69564.73
69566,gsrl,69565.91
69567,nfXd,69566.52
69568,gttl,69567.23
69569,CLQI,69568.72
69570,rKLi,69569.76
69571,wgES,69570.05
69572,qKJQ,69571.33
69573,SsdV,69572.98
69574,qAcg,69573.77
69575,ixAr,69574.41
69576,WbhZ,69575.47
69577,CaMm,69576.01
69578,tjnz,69577.46
69579,oLKm,69578.35
69580,kIto,69579.6
69581,GZzL,69580.87
69582,mWAN,69581.19
69583,qKbW,69582.39
69584,XrpI,69583.65
69585,fHJV,69584.35
69586,HAJG,69585.46
69587,Mpkx,69586.86
69588,bjRN,69587.25
69589,pqid,69588.25
69590,tkqx,69589.76
69591,mfcK,69590.87
69592,QlHJ,69591.37
69593,DeLv,69592.19
69594,nBHo,69593.09
69595,eeEZ,69594.84
69596,sxPW,69595.85
69597,qhkA,69596.78
69598,Farn,69597.8
69599,GheC,69598.34
69600,xaDv,69599.19
69601,oKbg,69600.35
69602,hVNO,69601.71
69603,HWTv,69602.36
69604,ndBO,69603.28
69605,ogHn,69604.4
69606,RhxC,69605.58
69607,LGlj,69606.05
69608,CBCO,69607.87
69609,hFLx,69608.99
69610,TioA,69609.58
69611,hjNf,69610.92
69612,KSmF,69611.32
69613,BKzb,69612.99
69614,ZmBh,69613.17
69615,Ekge,69614.36
69616,NJML,69615.01
69617,Gxov,69616.68
69618,Apcm,69617.88
69619,nZLc,69618.26
69620,KmYz,69619.73
69621,ukWX,69620.46
69622,jjzE,69621.42
69623,DKhP,69622.91
69624,Bsik,69623.72
69625,rIQu,69624.58
69626,gPQE,69625.39
69627,rifl,69626.47
69628,nnIG,69627.52
69629,RqHQ,69628.84
69630,DHYv,69629.09
69631,TNFI,69630.65
69632,DZwH,69631.31
69633,swFN,69632.44
69634,EYim,69633.84
69635,fHeW,69634.83
69636,yJcw,69635.0
69637,MZYz,69636.5
69638,zBSt,69637.1
69639,dmuL,69638.93
69640,kLMp,69639.64
69641,xoXN,69640.62
69642,HdkZ,69641.83
69643,qApq,69642.08
69644,cbJv,69643.15
69645,PgXV,69644.17
69646,PwhI,69645.09
69647,VrXZ,69646.72
69648,QQEm,69647.78
69649,HoAG,69648.68
69650,VaAG,69649.53
69651,dacY,69650.1
69652,eXHK,69651.83
69653,EWtk,69652.4
69654,QEqh,69653.31
69655,XQWk,69654.64
69656,ANqN,69655.68
69657,dXqy,69656.74
69658,LvHX,69657.07
69659,cCvE,69658.8
69660,GUvl,69659.26
69661,ZroE,69660.83
69662,YUIO,69661.73
69663,Okef,69662.81
69664,bmgP,69663.79
69665,WbSt,69664.13
69666,xyuX,69665.53
69667,LKNw,69666.81
69668,mRVj,69667.49
69669,gewo,69668.19
69670,RPgp,69669.49
69671,icts,69670.4
69672,gNbG,69671.42
69673,fZUM,69672.77
69674,cYCk,69673.62
69675,ROOg,69674.1
69676,KnOY,69675.99
69677,RPqt,69676.71
69678,rKRG,69677.86
69679,bmae,69678.13
69680,QxnF,69679.38
69681,JyKS,69680.71
69682,aXZl,69681.4
69683,tCIt,69682.35
69684,ROJB,69683.02
69685,MFUf,69684.67
69686,kJRc,69685.47
69687,ttCE,69686.12
69688,JBXs,69687.98
69689,PYsh,69688.97
69690,ZAKN,69689.02
69691,cfAE,69690.36
69692,OQty,69691.85
69693,sBaH,69692.03
69694,qHma,69693.6
69695,UqTH,69694.33
69696,GtBF,69695.58
69697,Tvxg,69696.74
69698,rhyX,69697.75
69699,pwWj,69698.29
69700,igRg,69699.28
69701,cURF,69700.52
69702,UJyr,69701.61
69703,zbyU,69702.94
69704,FJIw,69703.19
69705,tyxN,69704.07
69706,TlZG,69705.8
69707,WAYq,69706.64
69708,Gndr,69707.89
69709,ayjP,69708.28
69710,NYxs,69709.32
69711,Gsvs,69710.98
69712,RvPh,69711.07
69713,nZgf,69712.75
69714,TmhL,69713.38
69715,yueQ,69714.62
69716,GtIz,69715.13
69717,RXoe,69716.14
69718,fOxV,69717.3
69719,jpil,69718.76
69720,qrao,69719.15
69721,MKVn,69720.69
69722,gPtx,69721.3
69723,GxIX,69722.87
69724,qAWR,69723.62
69725,WKpg,69724.92
69726,cPPZ,69725.92
69727,sbCS,69726.55
69728,ZeFD,69727.62
69729,LOsm,69728.55
69730,KQWq,69729.8
69731,WAVP,69730.53
69732,UlUb,69731.44
69733,HGbY,69732.08
69734,MhAr,69733.96
69735,Jmpm,69734.79
69736,Mays,69735.45
69737,USkV,69736.94
69738,lDZp,69737.18
69739,EWAq,69738.13
69740,EHRr,69739.54
69741,FaHj,69740.77
69742,WgOH,69741.75
69743,XotT,69742.94
69744,JOme,69743.32
69745,MDTM,69744.23
69746,iSiS,69745.48
69747,ZIDK,69746.58
69748,NCkJ,69747.46
69749,tIoi,69748.47
69750,VwhP,69749.01
69751,RAZe,69750.37
69752,EOfg,69751.07
69753,GkBJ,69752.86
69754,yqTG,69753.01
69755,iIhk,69754.11
69756,nVUx,69755.56
69757,vtgn,69756.44
69758,UMCm,69757.86
69759,ZWak,69758.69
69760,fJDZ,69759.45
69761,cMgo,69760.49
69762,zOxw,69761.54
69763,rsKU,69762.74
69764,cXcd,69763.04
69765,VyGP,69764.58
69766,ipxa,69765.55
69767,xslc,69766.49
69768,RXGx,69767.18
69769,VcbN,69768.79
69770,IXZa,69769.9
69771,dTGY,69770.3
69772,wzKS,69771.86
69773,cuAb,69772.76
69774,bsTY,69773.69
69775,DpFi,69774.63
69776,TJaJ,69775.42
69777,ZXxT,69776.69
69778,EWEl,69777.97
69779,IqTP,69778.4
69780,QDNa,69779.99
69781,inNm,69780.82
69782,cljB,69781.61
69783,WpZU,69782.9
69784,hXwd,69783.64
69785,VfAi,69784.39
69786,fnVx,69785.93
69787,SoZw,69786.55
69788,AJdi,69787.03
69789,gARA,69788.69
69790,QqMF,69789.04
69791,rKqR,69790.07
69792,ioMO,69791.89
69793,mwvk,69792.0
69794,SRPi,69793.84
69795,UkFh,69794.33
69796,gpKY,69795.56
69797,NJJn,69796.36
69798,Qufk,69797.04
69799,FBpF,69798.98
69800,PLpN,69799.01
69801,yIhi,69800.92
69802,OvQN,69801.36
69803,wJdL,69802.44
69804,usaB,69803.54
69805,shTr,69804.07
69806,qLVM,69805.82
69807,KpQC,69806.32
69808,LXgG,69807.64
69809,MZMr,69808.27
69810,qbwP,69809.13
69811,IULt,69810.41
69812,Jxwt,69811.97
69813,OzSt,69812.05
69814,Gxti,69813.72
69815,CGOC,69814.44
69816,YVsy,69815.66
69817,AZBc,69816.61
69818,opvY,69817.25
69819,ZfWS,69818.93
69820,pvxd,69819.43
69821,Cbdd,69820.85
69822,MwBy,69821.87
69823,LVBj,69822.89
69824,CsMs,69823.93
69825,cuMw,69824.65
69826,WwvA,69825.69
69827,yrbA,69826.69
69828,nnAN,69827.5
69829,XKVu,69828.05
69830,taxv,69829.62
69831,oDxz,69830.39
69832,foqz,69831.69
69833,xOZY,69832.83
69834,PIUN,69833.43
69835,fAxL,69834.91
69836,zyda,69835.41
69837,nnKf,69836.94
69838,mnUy,69837.28
69839,TsNX,69838.27
69840,WlqZ,69839.28
69841,xzwN,69840.36
69842,HnPy,69841.01
69843,ZZJL,69842.38
69844,WQLK,69843.76
69845,SDWT,69844.69
69846,roVv,69845.37
69847,udrW,69846.84
69848,aSCA,69847.67
69849,OAUm,69848.33
69850,Knko,69849.47
69851,cGeo,69850.19
69852,REwT,69851.98
69853,WAtN,69852.88
69854,krwk,69853.37
69855,YUUB,69854.27
69856,mnFw,69855.75
69857,gfBV,69856.39
69858,oaxj,69857.72
69859,ilvi,69858.59
69860,pnxu,69859.14
69861,bhoG,69860.56
69862,ExgK,69861.57
69863,Ivca,69862.01
69864,JcFn,69863.66
69865,XFyb,69864.48
69866,wnbu,69865.69
69867,JwNG,69866.3
69868,XAOz,69867.88
69869,TQEm,69868.1
69870,obOm,69869.91
69871,Qtcq,69870.91
69872,ovfh,69871.22
69873,bdrO,69872.84
69874,yzDY,69873.64
69875,opjH,69874.09
69876,LYzk,69875.78
69877,QlMB,69876.4
69878,POZl,69877.67
69879,AWFV,69878.75
69880,QMlG,69879.1
69881,rwYA,69880.81
69882,xlJr,69881.17
69883,WoBF,69882.86
69884,xCMk,69883.93
69885,uIVu,69884.29
69886,MjIR,69885.31
69887,TiIu,69886.5
69888,ecSY,69887.67
69889,VCSy,69888.7
69890,sccG,69889.61
69891,bmaS,69890.75
69892,Kgcf,69891.25
69893,skYV,69892.6
69894,FJKG,69893.56
69895,EYGF,69894.42
69896,iTMU,69895.26
69897,VrSO,69896.0
69898,biIr,69897.04
69899,MhVP,69898.38
69900,hNTV,69899.68
69901,yOgQ,69900.48
69902,wkIl,69901.87
69903,LYFI,69902.79
69904,xlZN,69903.64
69905,RyYV,69904.27
69906,oCPg,69905.6
69907,KpHL,69906.77
69908,tHCl,69907.8
69909,YgdQ,69908.81
69910,ucWD,69909.73
69911,qzJc,69910.35
69912,dSqJ,69911.28
69913,yTdx,69912.63
69914,PoLw,69913.47
69915,tcXB,69914.8
69916,CCfw,69915.4
69917,wMWN,69916.48
69918,KplJ,69917.93
69919,QDFP,69918.86
69920,kwvE,69919.69
69921,voCy,69920.94
69922,MtNm,69921.48
69923,lfSD,69922.66
69924,UyjP,69923.19
69925,Gnvf,69924.63
69926,dCUb,69925.75
69927,fKeQ,69926.88
69928,lHHs,69927.51
69929,JGBM,69928.72
69930,rJaj,69929.3
69931,rmXn,69930.98
69932,qTCW,69931.78
69933,fbSa,69932.92
69934,HzZv,69933.44
69935,YlLx,69934.11
69936,hzhE,69935.79
69937,ikTg,69936.33
69938,PjQn,69937.75
69939,cHPm,69938.78
69940,uYUo,69939.96
69941,HLxv,69940.59
69942,uKCH,69941.06
69943,UXgv,69942.81
69944,NsxA,69943.09
69945,McTr,69944.01
69946,WxNz,69945.96
69947,sVmF,69946.57
69948,bqty,69947.9
69949,LfRi,69948.95
69950,EEmk,69949.75
69951,YjHc,69950.12
69952,buyg,69951.17
69953,qEHM,69952.31
69954,NSkS,69953.83
69955,WcGi,69954.8
69956,gPQl,69955.01
69957,uzgX,69956.38
69958,LWlG,69957.22
69959,xwNO,69958.83
69960,sfjN,69959.6
69961,idgD,69960.98
69962,ljhz,69961.21
69963,buuy,69962.83
69964,wTZG,69963.46
69965,CYoU,69964.01
69966,IrBR,69965.84
69967,TDaH,69966.68
69968,QlFp,69967.45
69969,iMKd,69968.44
69970,aMcG,69969.55
69971,KWKt,69970.48
69972,FTUN,69971.74
69973,YRVq,69972.31
69974,qOOC,69973.68
69975,BUNb,69974.21
69976,Pdhi,69975.71
69977,uydn,69976.59
69978,qPTg,69977.73
69979,dVuD,69978.53
69980,Xnpu,69979.34
69981,WQfT,69980.47
69982,LwhI,69981.55
69983,ENOt,69982.88
69984,iiVE,69983.98
69985,gLqv,69984.14
69986,mbwv,69985.27
69987,qGYL,69986.57
69988,Crjx,69987.35
69989,fQMt,69988.26
69990,mSDS,69989.32
69991,ZgeE,69990.19
69992,kacL,69991.02
69993,OSXn,69992.15
69994,lKTE,69993.63
69995,MqKq,69994.26
69996,nWpm,69995.14
69997,vBkS,69996.2
69998,xeXA,69997.12
69999,sxJr,69998.96
70000,pBiO,69999.23
70001,ZzVr,70000.28
70002,VqYA,70001.1
70003,hwlr,70002.98
70004,spLE,70003.94
70005,JWVt,70004.59
70006,XTJG,70005.24
70007,pJdX,70006.14
70008,LulN,70007.23
70009,DNuQ,70008.87
70010,YNaA,70009.44
70011,ngRY,70010.73
70012,OIbO,70011.53
70013,noWi,70012.23
70014,CEAB,70013.77
70015,IyAg,70014.05
70016,UwEj,70015.17
70017,mKMC,70016.87
70018,XdSs,70017.16
70019,wFBI,70018.23
70020,arJT,70019.19
70021,cjxk,70020.84
70022,mnZC,70021.16
70023,IWII,70022.34
70024,dPhl,70023.94
70025,CVnE,70024.69
70026,nymJ,70025.73
70027,IbZK,70026.01
70028,DpBf,70027.85
70029,BmYy,70028.65
70030,WzoR,70029.82
70031,ybbJ,70030.54
70032,MrSo,70031.92
70033,Qwfl,70032.96
70034,Xdgi,70033.44
70035,nfgR,70034.53
70036,RRiD,70035.8
70037,hrRj,70036.72
70038,DvVy,70037.83
70039,Pjxb,70038.98
70040,qovT,70039.96
70041,ejBC,70040.76
70042,zdnm,70041.57
70043,iMAT,70042.61
70044,AHhQ,70043.19
70045,hWUP,70044.11
70046,JVUt,70045.12
70047,FyKa,70046.85
70048,RqrL,70047.14
70049,eBvG,70048.45
70050,LNmK,70049.24
70051,cBBo,70050.36
70052,fXIv,70051.58
70053,wbtV,70052.34
70054,AzJx,70053.99
70055,TGko,70054.39
70056,asly,70055.85
70057,JmWZ,70056.76
70058,gbSt,70057.45
70059,yYlX,70058.15
70060,HDTu,70059.31
70061,pOHT,70060.77
70062,rlIw,70061.28
70063,RLig,70062.07
70064,yeTf,70063.22
70065,wpQl,70064.04
70066,vkCW,70065.35
70067,gadl,70066.35
70068,XMoY,70067.81
70069,oOCX,70068.29
70070,zJJK,70069.27
70071,SzIc,70070.63
70072,rxjg,70071.75
70073,yOAM,70072.46
70074,JYpD,70073.23
70075,QzRX,70074.37
70076,fgmO,70075.71
70077,XOvR,70076.04
70078,uLzt,70077.56
70079,ZRFi,70078.39
70080,vAYy,70079.88
70081,wTtw,70080.44
70082,giGJ,70081.37
70083,JHGX,70082.76
70084,fUag,70083.84
70085,BcbZ,70084.54
70086,KQBV,70085.88
70087,xdxM,70086.63
70088,THHj,70087.91
70089,wEDK,70088.09
70090,HCFS,70089.6
70091,lbSD,70090.19
70092,ohYd,70091.69
70093,fCBL,70092.87
70094,SVvm,70093.3
70095,qszB,70094.61
70096,wiOR,70095.78
70097,IDrf,70096.89
70098,AnaA,70097.21
70099,zDXf,70098.91
70100,dgrL,70099.84
70101,waPq,70100.5
70102,MmHu,70101.6
70103,LnDd,70102.64
70104,mDoj,70103.82
70105,Eazk,70104.54
70106,hrci,70105.23
70107,UHpr,70106.62
70108,BcbL,70107.06
70109,xqeA,70108.45
70110,AANV,70109.24
70111,tOau,70110.96
70112,OWpS,70111.14
70113,MTIe,70112.62
70114,VRrm,70113.88
70115,cXID,70114.01
70116,xRGp,70115.86
70117,JofS,70116.1
70118,xEgT,70117.12
70119,qRhd,70118.3
70120,PcRJ,70119.74
70121,GYXr,70120.04
70122,ZTyT,70121.53
70123,Bhmw,70122.7
70124,ddiu,70123.68
70125,mcwz,70124.31
70126,HfbK,70125.97
70127,beHs,70126.11
70128,agQB,70127.39
70129,Nvpr,70128.71
70130,cTZj,70129.2
70131,tbys,70130.23
70132,ULeG,70131.47
70133,VygK,70132.52
70134,LDmg,70133.25
70135,dikZ,70134.79
70136,cKhx,70135.46
70137,pbWt,70136.41
70138,CNqI,70137.13
70139,tYra,70138.64
70140,KbfZ,70139.51
70141,pTdU,70140.77
70142,fHyU,70141.71
70143,ZoYP,70142.76
